PurchaseOrder* (cd.fk_commande),ID de la ligne parent (cd.fk_parent_line),IdProduct (cd.fk_product),Réf. produit fournisseur (cd.ref),Description de ligne (cd.description),Taux de TVA de la ligne (cd.tva_tx),Quantité pour la ligne (cd.qty),Reduc. Percent (cd.remise_percent),Sub Price (cd.subprice),Montant HT de la ligne (cd.total_ht),Montant TVA de la ligne (cd.total_tva),Montant TTC de la ligne (cd.total_ttc),Type de ligne (0=produit/ 1=service) (cd.product_type),Start Date (cd.date_start),End Date (cd.date_end),InfoBits (cd.info_bits),Special Code (cd.special_code),LinePosition (cd.rang),Unité (cd.fk_unit)
,,,,,,,,,,,,,,,,,,
